topic_cluster,source_concept,search_intent,locale,current_primary_term,recommended_primary_term,accepted_alternatives,terms_to_avoid,official_source,SERP_evidence,GSC_evidence,confidence,notes
Tallennustilan täyttyminen,phone storage is full,Problem-solving: free space or resolve a false full-storage warning,sv-SE,lagringsutrymmet är fullt,lagringsutrymmet är fullt,free storage space; insufficient space; false full-storage warning,untranslated English except protected terms; Finland-Swedish administrative wording,runcheck-translation-profile-sv-SE.md; current localized corpus; no single official UI term governs this broad concept,"Query: ""lagringsutrymmet är fullt"" Android ""långsamt internet"" telefon Sverige (sv-SE/Sweden, 2026-07-15). Results were too sparse for ranking claims; retained profile/corpus terms with MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 79, 81-88. Potential overlap: 79 vs 81 vs 87. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan täyttyminen,phone storage is full,Problem-solving: free space or resolve a false full-storage warning,nb-NO,lagringen er full,lagringen er full,free storage space; insufficient space; false full-storage warning,Danish or Nynorsk wording; untranslated English except protected terms,runcheck-translation-profile-nb-NO.md; current localized corpus; no single official UI term governs this broad concept,"Query: Norge Android ""lagringen er full"" ""tregt internett"" signalstyrke (nb-NO/Norway, 2026-07-15). Results were sparse; current corpus terms remain MEDIUM confidence without volume data.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 79, 81-88. Potential overlap: 79 vs 81 vs 87. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan täyttyminen,phone storage is full,Problem-solving: free space or resolve a false full-storage warning,da-DK,lagerpladsen er fuld,lagerpladsen er fuld,free storage space; insufficient space; false full-storage warning,Norwegian/Swedish wording; untranslated English except protected terms,runcheck-translation-profile-da-DK.md; current localized corpus; no single official UI term governs this broad concept,"Query: Danmark Android ""lagerpladsen er fuld"" langsomt internet signalstyrke (da-DK/Denmark, 2026-07-15). Local guidance title/index used Lagerpladsen er fuld and Wi-Fi/internet virker ikke. https://www.aeldresagen.dk/frivilligportalen/distrikt-10/it-udvalget/ekstranet/android---vejledninger",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 79, 81-88. Potential overlap: 79 vs 81 vs 87. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan täyttyminen,phone storage is full,Problem-solving: free space or resolve a false full-storage warning,de-DE,Smartphone-Speicher ist voll,Smartphone-Speicher ist voll,free storage space; insufficient space; false full-storage warning,unexplained English marketing terminology or invented compounds,runcheck-translation-profile-de-DE.md; current localized corpus; no single official UI term governs this broad concept,"Query: Deutschland Android ""Speicher voll"" ""Internet langsam"" Signalstärke Smartphone (de-DE/Germany, 2026-07-15). Results were mixed; no dominance claim. Current problem phrases remain natural and intent-specific.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 79, 81-88. Potential overlap: 79 vs 81 vs 87. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan täyttyminen,phone storage is full,Problem-solving: free space or resolve a false full-storage warning,fr-FR,stockage plein,stockage plein,free storage space; insufficient space; false full-storage warning,Canadian-French regional wording or unexplained English head terms,runcheck-translation-profile-fr-FR.md; current localized corpus; no single official UI term governs this broad concept,"Query: France Android ""stockage plein"" ""Internet lent"" puissance du signal téléphone (fr-FR/France, 2026-07-15). Results were sparse; no ranking claim. Current profile terms remain MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 79, 81-88. Potential overlap: 79 vs 81 vs 87. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan täyttyminen,phone storage is full,Problem-solving: free space or resolve a false full-storage warning,es-ES,almacenamiento lleno,almacenamiento lleno,free storage space; insufficient space; false full-storage warning,Latin American celular/computadora; unexplained English head terms,runcheck-translation-profile-es-ES.md; current localized corpus; no single official UI term governs this broad concept,"Query: España Android ""almacenamiento lleno"" ""Internet lento"" intensidad de señal móvil (es-ES/Spain, 2026-07-15). Editorial result uses Internet móvil va lento and intensidad de la señal. https://www.todoandroid.es/mi-movil-va-lento-causas-y-soluciones-posibles/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 79, 81-88. Potential overlap: 79 vs 81 vs 87. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan täyttyminen,phone storage is full,Problem-solving: free space or resolve a false full-storage warning,it-IT,memoria piena,memoria piena,free storage space; insufficient space; false full-storage warning,Spanish/other-market wording; unexplained English head terms,runcheck-translation-profile-it-IT.md; current localized corpus; no single official UI term governs this broad concept,"Query: Italia Android ""memoria piena"" ""Internet lento"" potenza del segnale smartphone (it-IT/Italy, 2026-07-15). Results were sparse; profile/corpus terms retained with MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 79, 81-88. Potential overlap: 79 vs 81 vs 87. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan kunto,storage health,Informational/problem-solving: assess flash condition and slowdown,fi-FI,tallennustilan kunto,tallennustilan kunto,storage condition; flash wear; NAND/UFS health in technical passages,untranslated English except protected terms; Swedish/other-market variants,runcheck-translation-profile-fi-FI.md; current localized corpus; no single official UI term governs this broad concept,"Query: puhelimen tallennustila täynnä internet hidas Wi-Fi signaalin voimakkuus Android Suomi (fi-FI/Finland, 2026-07-15). Results were sparse/mixed; observed tallennustila täynnä and hidas Android-puhelin. https://www.kaspersky.fi/resource-center/threats/how-to-speed-up-your-android-phone",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 80, 89. Potential overlap: 80 vs 89. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan kunto,storage health,Informational/problem-solving: assess flash condition and slowdown,sv-SE,lagringens skick,lagringens skick,storage condition; flash wear; NAND/UFS health in technical passages,untranslated English except protected terms; Finland-Swedish administrative wording,runcheck-translation-profile-sv-SE.md; current localized corpus; no single official UI term governs this broad concept,"Query: ""lagringsutrymmet är fullt"" Android ""långsamt internet"" telefon Sverige (sv-SE/Sweden, 2026-07-15). Results were too sparse for ranking claims; retained profile/corpus terms with MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 80, 89. Potential overlap: 80 vs 89. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan kunto,storage health,Informational/problem-solving: assess flash condition and slowdown,nb-NO,lagringens tilstand,lagringens tilstand,storage condition; flash wear; NAND/UFS health in technical passages,Danish or Nynorsk wording; untranslated English except protected terms,runcheck-translation-profile-nb-NO.md; current localized corpus; no single official UI term governs this broad concept,"Query: Norge Android ""lagringen er full"" ""tregt internett"" signalstyrke (nb-NO/Norway, 2026-07-15). Results were sparse; current corpus terms remain MEDIUM confidence without volume data.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 80, 89. Potential overlap: 80 vs 89. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan kunto,storage health,Informational/problem-solving: assess flash condition and slowdown,da-DK,lagerets tilstand,lagerets tilstand,storage condition; flash wear; NAND/UFS health in technical passages,Norwegian/Swedish wording; untranslated English except protected terms,runcheck-translation-profile-da-DK.md; current localized corpus; no single official UI term governs this broad concept,"Query: Danmark Android ""lagerpladsen er fuld"" langsomt internet signalstyrke (da-DK/Denmark, 2026-07-15). Local guidance title/index used Lagerpladsen er fuld and Wi-Fi/internet virker ikke. https://www.aeldresagen.dk/frivilligportalen/distrikt-10/it-udvalget/ekstranet/android---vejledninger",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 80, 89. Potential overlap: 80 vs 89. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan kunto,storage health,Informational/problem-solving: assess flash condition and slowdown,de-DE,Speicherzustand,Speicherzustand,storage condition; flash wear; NAND/UFS health in technical passages,unexplained English marketing terminology or invented compounds,runcheck-translation-profile-de-DE.md; current localized corpus; no single official UI term governs this broad concept,"Query: Deutschland Android ""Speicher voll"" ""Internet langsam"" Signalstärke Smartphone (de-DE/Germany, 2026-07-15). Results were mixed; no dominance claim. Current problem phrases remain natural and intent-specific.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 80, 89. Potential overlap: 80 vs 89. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan kunto,storage health,Informational/problem-solving: assess flash condition and slowdown,fr-FR,état du stockage,état du stockage,storage condition; flash wear; NAND/UFS health in technical passages,Canadian-French regional wording or unexplained English head terms,runcheck-translation-profile-fr-FR.md; current localized corpus; no single official UI term governs this broad concept,"Query: France Android ""stockage plein"" ""Internet lent"" puissance du signal téléphone (fr-FR/France, 2026-07-15). Results were sparse; no ranking claim. Current profile terms remain MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 80, 89. Potential overlap: 80 vs 89. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan kunto,storage health,Informational/problem-solving: assess flash condition and slowdown,es-ES,estado del almacenamiento,estado del almacenamiento,storage condition; flash wear; NAND/UFS health in technical passages,Latin American celular/computadora; unexplained English head terms,runcheck-translation-profile-es-ES.md; current localized corpus; no single official UI term governs this broad concept,"Query: España Android ""almacenamiento lleno"" ""Internet lento"" intensidad de señal móvil (es-ES/Spain, 2026-07-15). Editorial result uses Internet móvil va lento and intensidad de la señal. https://www.todoandroid.es/mi-movil-va-lento-causas-y-soluciones-posibles/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 80, 89. Potential overlap: 80 vs 89. Current term is corpus/title evidence, not a search-volume claim."
Tallennustilan kunto,storage health,Informational/problem-solving: assess flash condition and slowdown,it-IT,stato della memoria,stato della memoria,storage condition; flash wear; NAND/UFS health in technical passages,Spanish/other-market wording; unexplained English head terms,runcheck-translation-profile-it-IT.md; current localized corpus; no single official UI term governs this broad concept,"Query: Italia Android ""memoria piena"" ""Internet lento"" potenza del segnale smartphone (it-IT/Italy, 2026-07-15). Results were sparse; profile/corpus terms retained with MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 80, 89. Potential overlap: 80 vs 89. Current term is corpus/title evidence, not a search-volume claim."
Wi-Fi-ongelmat,Android Wi-Fi problems,Problem-solving: diagnose weak or dropping Wi-Fi,fi-FI,Wi-Fi-yhteysongelmat,Wi-Fi-yhteysongelmat,Wi-Fi disconnects; weak Wi-Fi signal; connection problem,untranslated English except protected terms; Swedish/other-market variants,runcheck-translation-profile-fi-FI.md; current localized corpus; no single official UI term governs this broad concept,"Query: puhelimen tallennustila täynnä internet hidas Wi-Fi signaalin voimakkuus Android Suomi (fi-FI/Finland, 2026-07-15). Results were sparse/mixed; observed tallennustila täynnä and hidas Android-puhelin. https://www.kaspersky.fi/resource-center/threats/how-to-speed-up-your-android-phone",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 90, 95, 96, 149. Potential overlap: 90 vs 95-96. Current term is corpus/title evidence, not a search-volume claim."
Wi-Fi-ongelmat,Android Wi-Fi problems,Problem-solving: diagnose weak or dropping Wi-Fi,sv-SE,Wi-Fi-problem,Wi-Fi-problem,Wi-Fi disconnects; weak Wi-Fi signal; connection problem,untranslated English except protected terms; Finland-Swedish administrative wording,runcheck-translation-profile-sv-SE.md; current localized corpus; no single official UI term governs this broad concept,"Query: ""lagringsutrymmet är fullt"" Android ""långsamt internet"" telefon Sverige (sv-SE/Sweden, 2026-07-15). Results were too sparse for ranking claims; retained profile/corpus terms with MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 90, 95, 96, 149. Potential overlap: 90 vs 95-96. Current term is corpus/title evidence, not a search-volume claim."
Wi-Fi-ongelmat,Android Wi-Fi problems,Problem-solving: diagnose weak or dropping Wi-Fi,nb-NO,Wi-Fi-problemer,Wi-Fi-problemer,Wi-Fi disconnects; weak Wi-Fi signal; connection problem,Danish or Nynorsk wording; untranslated English except protected terms,runcheck-translation-profile-nb-NO.md; current localized corpus; no single official UI term governs this broad concept,"Query: Norge Android ""lagringen er full"" ""tregt internett"" signalstyrke (nb-NO/Norway, 2026-07-15). Results were sparse; current corpus terms remain MEDIUM confidence without volume data.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 90, 95, 96, 149. Potential overlap: 90 vs 95-96. Current term is corpus/title evidence, not a search-volume claim."
Wi-Fi-ongelmat,Android Wi-Fi problems,Problem-solving: diagnose weak or dropping Wi-Fi,da-DK,Wi-Fi-problemer,Wi-Fi-problemer,Wi-Fi disconnects; weak Wi-Fi signal; connection problem,Norwegian/Swedish wording; untranslated English except protected terms,runcheck-translation-profile-da-DK.md; current localized corpus; no single official UI term governs this broad concept,"Query: Danmark Android ""lagerpladsen er fuld"" langsomt internet signalstyrke (da-DK/Denmark, 2026-07-15). Local guidance title/index used Lagerpladsen er fuld and Wi-Fi/internet virker ikke. https://www.aeldresagen.dk/frivilligportalen/distrikt-10/it-udvalget/ekstranet/android---vejledninger",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 90, 95, 96, 149. Potential overlap: 90 vs 95-96. Current term is corpus/title evidence, not a search-volume claim."
Wi-Fi-ongelmat,Android Wi-Fi problems,Problem-solving: diagnose weak or dropping Wi-Fi,de-DE,WLAN-Probleme,WLAN-Probleme,Wi-Fi disconnects; weak Wi-Fi signal; connection problem,unexplained English marketing terminology or invented compounds,runcheck-translation-profile-de-DE.md; current localized corpus; no single official UI term governs this broad concept,"Query: Deutschland Android ""Speicher voll"" ""Internet langsam"" Signalstärke Smartphone (de-DE/Germany, 2026-07-15). Results were mixed; no dominance claim. Current problem phrases remain natural and intent-specific.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 90, 95, 96, 149. Potential overlap: 90 vs 95-96. Current term is corpus/title evidence, not a search-volume claim."
Wi-Fi-ongelmat,Android Wi-Fi problems,Problem-solving: diagnose weak or dropping Wi-Fi,fr-FR,problèmes Wi-Fi,problèmes Wi-Fi,Wi-Fi disconnects; weak Wi-Fi signal; connection problem,Canadian-French regional wording or unexplained English head terms,runcheck-translation-profile-fr-FR.md; current localized corpus; no single official UI term governs this broad concept,"Query: France Android ""stockage plein"" ""Internet lent"" puissance du signal téléphone (fr-FR/France, 2026-07-15). Results were sparse; no ranking claim. Current profile terms remain MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 90, 95, 96, 149. Potential overlap: 90 vs 95-96. Current term is corpus/title evidence, not a search-volume claim."
Wi-Fi-ongelmat,Android Wi-Fi problems,Problem-solving: diagnose weak or dropping Wi-Fi,es-ES,problemas de Wi-Fi,problemas de Wi-Fi,Wi-Fi disconnects; weak Wi-Fi signal; connection problem,Latin American celular/computadora; unexplained English head terms,runcheck-translation-profile-es-ES.md; current localized corpus; no single official UI term governs this broad concept,"Query: España Android ""almacenamiento lleno"" ""Internet lento"" intensidad de señal móvil (es-ES/Spain, 2026-07-15). Editorial result uses Internet móvil va lento and intensidad de la señal. https://www.todoandroid.es/mi-movil-va-lento-causas-y-soluciones-posibles/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 90, 95, 96, 149. Potential overlap: 90 vs 95-96. Current term is corpus/title evidence, not a search-volume claim."
Wi-Fi-ongelmat,Android Wi-Fi problems,Problem-solving: diagnose weak or dropping Wi-Fi,it-IT,problemi Wi-Fi,problemi Wi-Fi,Wi-Fi disconnects; weak Wi-Fi signal; connection problem,Spanish/other-market wording; unexplained English head terms,runcheck-translation-profile-it-IT.md; current localized corpus; no single official UI term governs this broad concept,"Query: Italia Android ""memoria piena"" ""Internet lento"" potenza del segnale smartphone (it-IT/Italy, 2026-07-15). Results were sparse; profile/corpus terms retained with MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 90, 95, 96, 149. Potential overlap: 90 vs 95-96. Current term is corpus/title evidence, not a search-volume claim."
Mobiiliverkko ja signaalin voimakkuus,mobile network and signal strength,Informational/problem-solving: read signal and diagnose coverage,fi-FI,signaalin voimakkuus; mobiilisignaali,signaalin voimakkuus; mobiilisignaali,mobile signal; signal strength; coverage; dBm for the measurement intent,untranslated English except protected terms; Swedish/other-market variants,runcheck-translation-profile-fi-FI.md; current localized corpus; no single official UI term governs this broad concept,"Query: puhelimen tallennustila täynnä internet hidas Wi-Fi signaalin voimakkuus Android Suomi (fi-FI/Finland, 2026-07-15). Results were sparse/mixed; observed tallennustila täynnä and hidas Android-puhelin. https://www.kaspersky.fi/resource-center/threats/how-to-speed-up-your-android-phone",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 93, 94, 97, 100-103. Potential overlap: 93 vs 97 vs 102-103. Current term is corpus/title evidence, not a search-volume claim."
Mobiiliverkko ja signaalin voimakkuus,mobile network and signal strength,Informational/problem-solving: read signal and diagnose coverage,sv-SE,signalstyrka; mobilsignal,signalstyrka; mobilsignal,mobile signal; signal strength; coverage; dBm for the measurement intent,untranslated English except protected terms; Finland-Swedish administrative wording,runcheck-translation-profile-sv-SE.md; current localized corpus; no single official UI term governs this broad concept,"Query: ""lagringsutrymmet är fullt"" Android ""långsamt internet"" telefon Sverige (sv-SE/Sweden, 2026-07-15). Results were too sparse for ranking claims; retained profile/corpus terms with MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 93, 94, 97, 100-103. Potential overlap: 93 vs 97 vs 102-103. Current term is corpus/title evidence, not a search-volume claim."
Mobiiliverkko ja signaalin voimakkuus,mobile network and signal strength,Informational/problem-solving: read signal and diagnose coverage,nb-NO,signalstyrke; mobilsignal,signalstyrke; mobilsignal,mobile signal; signal strength; coverage; dBm for the measurement intent,Danish or Nynorsk wording; untranslated English except protected terms,runcheck-translation-profile-nb-NO.md; current localized corpus; no single official UI term governs this broad concept,"Query: Norge Android ""lagringen er full"" ""tregt internett"" signalstyrke (nb-NO/Norway, 2026-07-15). Results were sparse; current corpus terms remain MEDIUM confidence without volume data.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 93, 94, 97, 100-103. Potential overlap: 93 vs 97 vs 102-103. Current term is corpus/title evidence, not a search-volume claim."
Mobiiliverkko ja signaalin voimakkuus,mobile network and signal strength,Informational/problem-solving: read signal and diagnose coverage,da-DK,signalstyrke; mobilsignal,signalstyrke; mobilsignal,mobile signal; signal strength; coverage; dBm for the measurement intent,Norwegian/Swedish wording; untranslated English except protected terms,runcheck-translation-profile-da-DK.md; current localized corpus; no single official UI term governs this broad concept,"Query: Danmark Android ""lagerpladsen er fuld"" langsomt internet signalstyrke (da-DK/Denmark, 2026-07-15). Local guidance title/index used Lagerpladsen er fuld and Wi-Fi/internet virker ikke. https://www.aeldresagen.dk/frivilligportalen/distrikt-10/it-udvalget/ekstranet/android---vejledninger",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 93, 94, 97, 100-103. Potential overlap: 93 vs 97 vs 102-103. Current term is corpus/title evidence, not a search-volume claim."
Mobiiliverkko ja signaalin voimakkuus,mobile network and signal strength,Informational/problem-solving: read signal and diagnose coverage,de-DE,Signalstärke; Mobilfunksignal,Signalstärke; Mobilfunksignal,mobile signal; signal strength; coverage; dBm for the measurement intent,unexplained English marketing terminology or invented compounds,runcheck-translation-profile-de-DE.md; current localized corpus; no single official UI term governs this broad concept,"Query: Deutschland Android ""Speicher voll"" ""Internet langsam"" Signalstärke Smartphone (de-DE/Germany, 2026-07-15). Results were mixed; no dominance claim. Current problem phrases remain natural and intent-specific.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 93, 94, 97, 100-103. Potential overlap: 93 vs 97 vs 102-103. Current term is corpus/title evidence, not a search-volume claim."
Mobiiliverkko ja signaalin voimakkuus,mobile network and signal strength,Informational/problem-solving: read signal and diagnose coverage,fr-FR,puissance du signal; signal mobile,puissance du signal; signal mobile,mobile signal; signal strength; coverage; dBm for the measurement intent,Canadian-French regional wording or unexplained English head terms,runcheck-translation-profile-fr-FR.md; current localized corpus; no single official UI term governs this broad concept,"Query: France Android ""stockage plein"" ""Internet lent"" puissance du signal téléphone (fr-FR/France, 2026-07-15). Results were sparse; no ranking claim. Current profile terms remain MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 93, 94, 97, 100-103. Potential overlap: 93 vs 97 vs 102-103. Current term is corpus/title evidence, not a search-volume claim."
Mobiiliverkko ja signaalin voimakkuus,mobile network and signal strength,Informational/problem-solving: read signal and diagnose coverage,es-ES,intensidad de la señal; señal móvil,intensidad de la señal; señal móvil,mobile signal; signal strength; coverage; dBm for the measurement intent,Latin American celular/computadora; unexplained English head terms,runcheck-translation-profile-es-ES.md; current localized corpus; no single official UI term governs this broad concept,"Query: España Android ""almacenamiento lleno"" ""Internet lento"" intensidad de señal móvil (es-ES/Spain, 2026-07-15). Editorial result uses Internet móvil va lento and intensidad de la señal. https://www.todoandroid.es/mi-movil-va-lento-causas-y-soluciones-posibles/",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 93, 94, 97, 100-103. Potential overlap: 93 vs 97 vs 102-103. Current term is corpus/title evidence, not a search-volume claim."
Mobiiliverkko ja signaalin voimakkuus,mobile network and signal strength,Informational/problem-solving: read signal and diagnose coverage,it-IT,potenza del segnale; segnale mobile,potenza del segnale; segnale mobile,mobile signal; signal strength; coverage; dBm for the measurement intent,Spanish/other-market wording; unexplained English head terms,runcheck-translation-profile-it-IT.md; current localized corpus; no single official UI term governs this broad concept,"Query: Italia Android ""memoria piena"" ""Internet lento"" potenza del segnale smartphone (it-IT/Italy, 2026-07-15). Results were sparse; profile/corpus terms retained with MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 93, 94, 97, 100-103. Potential overlap: 93 vs 97 vs 102-103. Current term is corpus/title evidence, not a search-volume claim."
Internetyhteyden hitaus,slow phone internet,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",fi-FI,hidas internetyhteys puhelimessa,hidas internetyhteys puhelimessa,slow mobile data; slow Wi-Fi; latency; speed test for their narrower intents,untranslated English except protected terms; Swedish/other-market variants,runcheck-translation-profile-fi-FI.md; current localized corpus; no single official UI term governs this broad concept,"Query: puhelimen tallennustila täynnä internet hidas Wi-Fi signaalin voimakkuus Android Suomi (fi-FI/Finland, 2026-07-15). Results were sparse/mixed; observed tallennustila täynnä and hidas Android-puhelin. https://www.kaspersky.fi/resource-center/threats/how-to-speed-up-your-android-phone",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 91, 92, 97, 99, 103. Potential overlap: 91 vs 97 vs 103. Current term is corpus/title evidence, not a search-volume claim."
Internetyhteyden hitaus,slow phone internet,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",sv-SE,långsamt internet på telefonen,långsamt internet på telefonen,slow mobile data; slow Wi-Fi; latency; speed test for their narrower intents,untranslated English except protected terms; Finland-Swedish administrative wording,runcheck-translation-profile-sv-SE.md; current localized corpus; no single official UI term governs this broad concept,"Query: ""lagringsutrymmet är fullt"" Android ""långsamt internet"" telefon Sverige (sv-SE/Sweden, 2026-07-15). Results were too sparse for ranking claims; retained profile/corpus terms with MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 91, 92, 97, 99, 103. Potential overlap: 91 vs 97 vs 103. Current term is corpus/title evidence, not a search-volume claim."
Internetyhteyden hitaus,slow phone internet,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",nb-NO,tregt internett på telefonen,tregt internett på telefonen,slow mobile data; slow Wi-Fi; latency; speed test for their narrower intents,Danish or Nynorsk wording; untranslated English except protected terms,runcheck-translation-profile-nb-NO.md; current localized corpus; no single official UI term governs this broad concept,"Query: Norge Android ""lagringen er full"" ""tregt internett"" signalstyrke (nb-NO/Norway, 2026-07-15). Results were sparse; current corpus terms remain MEDIUM confidence without volume data.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 91, 92, 97, 99, 103. Potential overlap: 91 vs 97 vs 103. Current term is corpus/title evidence, not a search-volume claim."
Internetyhteyden hitaus,slow phone internet,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",da-DK,langsomt internet på telefonen,langsomt internet på telefonen,slow mobile data; slow Wi-Fi; latency; speed test for their narrower intents,Norwegian/Swedish wording; untranslated English except protected terms,runcheck-translation-profile-da-DK.md; current localized corpus; no single official UI term governs this broad concept,"Query: Danmark Android ""lagerpladsen er fuld"" langsomt internet signalstyrke (da-DK/Denmark, 2026-07-15). Local guidance title/index used Lagerpladsen er fuld and Wi-Fi/internet virker ikke. https://www.aeldresagen.dk/frivilligportalen/distrikt-10/it-udvalget/ekstranet/android---vejledninger",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 91, 92, 97, 99, 103. Potential overlap: 91 vs 97 vs 103. Current term is corpus/title evidence, not a search-volume claim."
Internetyhteyden hitaus,slow phone internet,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",de-DE,langsames Internet auf dem Smartphone,langsames Internet auf dem Smartphone,slow mobile data; slow Wi-Fi; latency; speed test for their narrower intents,unexplained English marketing terminology or invented compounds,runcheck-translation-profile-de-DE.md; current localized corpus; no single official UI term governs this broad concept,"Query: Deutschland Android ""Speicher voll"" ""Internet langsam"" Signalstärke Smartphone (de-DE/Germany, 2026-07-15). Results were mixed; no dominance claim. Current problem phrases remain natural and intent-specific.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 91, 92, 97, 99, 103. Potential overlap: 91 vs 97 vs 103. Current term is corpus/title evidence, not a search-volume claim."
Internetyhteyden hitaus,slow phone internet,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",fr-FR,connexion Internet lente sur téléphone,connexion Internet lente sur téléphone,slow mobile data; slow Wi-Fi; latency; speed test for their narrower intents,Canadian-French regional wording or unexplained English head terms,runcheck-translation-profile-fr-FR.md; current localized corpus; no single official UI term governs this broad concept,"Query: France Android ""stockage plein"" ""Internet lent"" puissance du signal téléphone (fr-FR/France, 2026-07-15). Results were sparse; no ranking claim. Current profile terms remain MEDIUM confidence.",Not available. No Search Console export or API result was found in the project/reports on 2026-07-15.,MEDIUM,"Important source IDs: 91, 92, 97, 99, 103. Potential overlap: 91 vs 97 vs 103. Current term is corpus/title evidence, not a search-volume claim."
