topic_cluster,locale,country,term,term_role,autocomplete_status,suggestion_count,exact_term_suggested,suggestions,interpretation
"Ohjelmistotuen päättyminen","fi-FI","Finland","ohjelmistotuki","CONCEPT_COMPONENT","OK","6","NO","ohjelmistotuki englanniksi | mtech ohjelmistotuki | iphone ohjelmistotuki | wakka ohjelmistotuki | samsung ohjelmistotuki | apple ohjelmistotuki","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","fi-FI","Finland","päivitystuki","CONCEPT_COMPONENT","OK","8","NO","oneplus p�ivitystuki | iphone p�ivitystuki | samsung p�ivitystuki | s22 p�ivitystuki | android p�ivitystuki | ipad p�ivitystuki | apple p�ivitystuki | puhelimen p�ivitystuki","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","sv-SE","Sweden","programvarusupport","CONCEPT_COMPONENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","sv-SE","Sweden","uppdateringsstöd","CONCEPT_COMPONENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","nb-NO","Norway","programvarestøtte","CONCEPT_COMPONENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","nb-NO","Norway","oppdateringsstøtte","CONCEPT_COMPONENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","da-DK","Denmark","softwaresupport","CONCEPT_COMPONENT","OK","10","NO","softwaresupport aveva | software support | softwaresupport zkteco com | softwaresupport lamotte com | softwaresupport stewart com | softwaresupport anthem com | softwaresupport raab | softwaresupport raab gmbh | software support iphone | software support iphone 11","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","da-DK","Denmark","opdateringssupport","CONCEPT_COMPONENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","de-DE","Germany","Software-Support","CONCEPT_COMPONENT","OK","10","NO","software support | software support jobs | software support iphone | software support iphone 13 mini | software support apple | software support iphone 13 | software support samsung | software support iphone 12 | software support for iphone 15 | software support iphone 14","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","de-DE","Germany","Update-Support","CONCEPT_COMPONENT","OK","10","NO","update support samsung | update support windows 10 | update support iphone | update support iphone 13 | update support iphone 12 | update support iphone xr | update support xiaomi | update support iphone 15 | update support iphone 13 mini | update support iphone 11","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","fr-FR","France","cycle de suivi et de sécurité","CURRENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","fr-FR","France","suivi logiciel","CONCEPT_COMPONENT","OK","10","NO","suivi logiciel samsung | suivi logiciel smartphone | logiciel suivi | suivi logiciel xiaomi | suivi logiciel iphone | suivi logiciel nothing phone | suivi logiciel motorola | suivi logiciel honor | suivi logiciel xiaomi pad 7 pro | suivi logiciel google pixel","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","fr-FR","France","durée des mises à jour","CONCEPT_COMPONENT","OK","10","NO","dur�e des mises � jour iphone | dur�e des mises � jour samsung | duree des mise a jour apple | dur�e mises � jour xiaomi | dur�e mise � jour windows 11 | dur�e mise � jour iphone 15 | dur�e mise � jour iphone 16 | dur�e mise � jour iphone 14 | dur�e mise � jour google pixel 7 | dur�e mise � jour iphone 13","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","es-ES","Spain","ciclo de actualizaciones y seguridad","CURRENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","es-ES","Spain","soporte de software","CONCEPT_COMPONENT","OK","10","YES","soporte de software | soporte de software y controladores de hp | soporte de software y hardware | soporte de software zebradesigner 3 | soporte de software libre | soporte de software empleo | soporte de software y hardware it essentials | soporte de software a largo plazo | soporte de software propietario | soporte de software motorola","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Ohjelmistotuen päättyminen","es-ES","Spain","periodo de actualizaciones","CONCEPT_COMPONENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Tehdasasetusten palautus","fi-FI","Finland","tehdasasetusten palautus","CURRENT_AND_RECOMMENDED","OK","10","YES","tehdasasetusten palautus | tehdasasetusten palautus samsung | tehdasasetusten palautus iphone | tehdasasetusten palautus android | tehdasasetusten palautus windows 11 | tehdasasetusten palautus tietokone | tehdasasetusten palautus tv | tehdasasetusten palautus samsung tv | tehdasasetusten palautus oneplus | tehdasasetusten palautus windows","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Tehdasasetusten palautus","sv-SE","Sweden","fabriksåterställning","CURRENT_AND_RECOMMENDED","OK","10","NO","fabriks�terst�llning | fabriks�terst�llning samsung | fabriks�terst�llning iphone | fabriks�terst�llning yale doorman | fabriks�terst�llning samsung gl�mt l�senord | fabriks�terst�llning ipad | fabriks�terst�llning samsung tv | fabriks�terst�llning dator windows 10 | fabriks�terst�llning dator windows 11 | fabriks�terst�llning chromecast","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Tehdasasetusten palautus","nb-NO","Norway","tilbakestilling til fabrikkinnstillinger","CURRENT_AND_RECOMMENDED","OK","2","YES","tilbakestilling til fabrikkinnstillinger | iphone tilbakestilling til fabrikkinnstillinger","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Tehdasasetusten palautus","da-DK","Denmark","nulstilling til fabriksindstillinger","CURRENT_AND_RECOMMENDED","OK","2","YES","nulstilling til fabriksindstillinger | nulstilling af iphone til fabriksindstillinger","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Tehdasasetusten palautus","de-DE","Germany","Zurücksetzen auf Werkseinstellungen","CURRENT_AND_RECOMMENDED","OK","10","NO","zur�cksetzen auf werkseinstellungen | zur�cksetzen auf werkseinstellungen android | zur�cksetzen auf werkseinstellungen iphone | zur�cksetzen auf werkseinstellungen englisch | zur�cksetzen auf werkseinstellungen ipad | mac zur�cksetzen auf werkseinstellungen | samsung zur�cksetzen auf werkseinstellungen | imac zur�cksetzen auf werkseinstellungen | pc zur�cksetzen auf werkseinstellungen | iphone zur�cksetzen auf werkseinstellungen ohne code","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Tehdasasetusten palautus","fr-FR","France","rétablissement de la configuration d’usine","CURRENT_AND_RECOMMENDED","OK","10","NO","r�tablissement de la configuration d usine | r�tablir la configuration d usine chromecast | r�tablir la configuration d usine google home | r�tablir la configuration d usine c est quoi | r�tablir la configuration d'usine xiaomi | r�tablir la configuration d'usine en arabe | demande de r�tablissement de la configuration d usine | r�tablir configuration d'usine google nest | r�tablir configuration d usine google home mini | r�tablir configuration d usine nest mini","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Tehdasasetusten palautus","es-ES","Spain","restablecimiento de fábrica","CURRENT_AND_RECOMMENDED","OK","10","NO","restablecimiento de f�brica | restablecimiento de f�brica (hard reset) | restablecimiento de f�brica samsung | restablecimiento de f�brica iphone | restablecimiento de f�brica (factory reset) | restablecimiento de f�brica pc | restablecimiento de f�brica forzado | restablecimiento de f�brica desde el modo recovery | restablecimiento de f�brica motorola | restablecimiento de f�brica xiaomi","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Vikasietotila","fi-FI","Finland","vikasietotila","CURRENT_AND_RECOMMENDED","OK","10","YES","vikasietotila | vikasietotila windows 11 | vikasietotila android | vikasietotila windows 10 | vikasietotila samsung | vikasietotila podcast | vikasietotila ps4 | vikasietotila ps5 | vikasietotila puhelimessa | vikasietotila englanniksi","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Vikasietotila","sv-SE","Sweden","säkert läge","CURRENT_AND_RECOMMENDED","OK","10","NO","s�kert l�ge android | s�kert l�ge | s�kert l�ge samsung | s�kert l�ge p� tv | s�kert l�ge samsung tv | s�kert l�ge tcl tv | s�kert l�ge doro | s�kert l�ge p� mobilen | s�kert l�ge samsung st�ng av | s�kert l�ge samsung mobil","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Vikasietotila","nb-NO","Norway","sikker modus","CURRENT_AND_RECOMMENDED","OK","10","YES","sikker modus samsung | sikker modus | sikker modus android | sikker modus windows 11 | sikker modus windows 10 | sikker modus iphone | sikker modus windows | sikker modus tv | sikker modus mac | fjerne sikker modus samsung","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Vikasietotila","da-DK","Denmark","sikker tilstand","CURRENT_AND_RECOMMENDED","OK","10","YES","sikker tilstand | sikker tilstand samsung | sikker tilstand android | sikker tilstand tv | sikker tilstand windows | sikker tilstand lenovo tablet | sikker tilstand samsung telefon | sikker tilstand motorola | sikker tilstand philips tv | sikker tilstand android tv","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Vikasietotila","de-DE","Germany","abgesicherter Modus","CURRENT_AND_RECOMMENDED","OK","10","YES","abgesicherter modus | abgesicherter modus windows 11 | abgesicherter modus deaktivieren | abgesicherter modus android | abgesicherter modus windows 10 | abgesicherter modus handy | abgesicherter modus deaktivieren samsung | abgesicherter modus samsung | abgesicherter modus beenden | abgesicherter modus android ausschalten","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Vikasietotila","fr-FR","France","mode sans échec","CURRENT_AND_RECOMMENDED","OK","10","NO","mode sans �chec windows 11 | mode sans �chec | mode sans �chec windows 10 | mode sans �chec windows 7 | mode sans �chec windows 11 hp | mode sans �chec samsung | mode sans �chec android | mode sans �chec ps4 | mode sans �chec ps5 | mode sans �chec windows 11 au d�marrage","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Vikasietotila","es-ES","Spain","modo seguro","CURRENT_AND_RECOMMENDED","OK","10","YES","modo seguro | modo seguro desactivar | modo seguro windows 11 | modo seguro samsung | modo seguro android | modo seguro windows 10 | modo seguro motorola | modo seguro xiaomi | modo seguro ps4 | modo seguro en celular","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Factory Reset Protection","fi-FI","Finland","Factory Reset Protection (FRP)","CURRENT_AND_RECOMMENDED","OK","10","YES","factory reset protection (frp) | factory reset protection (frp) bypass | factory reset protection (frp) lock | factory reset protection frp samsung | factory reset protection frp xiaomi | factory reset protection frp remove | android factory reset protection (frp) | factory reset protection frp bypass | factory reset protection frp | google factory reset protection (frp)","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Factory Reset Protection","sv-SE","Sweden","Factory Reset Protection (FRP)","CURRENT_AND_RECOMMENDED","OK","10","YES","factory reset protection (frp) | factory reset protection (frp) bypass | factory reset protection (frp) lock | factory reset protection frp samsung | android factory reset protection (frp) | factory reset protection frp xiaomi | factory reset protection frp remove | factory reset protection frp bypass | factory reset protection frp lock | factory reset protection frp","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Factory Reset Protection","nb-NO","Norway","Factory Reset Protection (FRP)","CURRENT_AND_RECOMMENDED","OK","10","YES","factory reset protection (frp) | factory reset protection (frp) bypass | factory reset protection (frp) lock | factory reset protection frp samsung | factory reset protection frp xiaomi | factory reset protection frp remove | android factory reset protection (frp) | factory reset protection frp bypass | factory reset protection frp | remove frp lock factory reset protection samsung","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Factory Reset Protection","da-DK","Denmark","Factory Reset Protection (FRP)","CURRENT_AND_RECOMMENDED","OK","10","YES","factory reset protection (frp) | factory reset protection (frp) bypass | factory reset protection frp lock | factory reset protection frp samsung | factory reset protection frp remove | android factory reset protection (frp) | factory reset protection frp xiaomi | google factory reset protection (frp) | how to bypass factory reset protection frp samsung | disable factory reset protection frp","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Factory Reset Protection","de-DE","Germany","Factory Reset Protection (FRP)","CURRENT_AND_RECOMMENDED","OK","10","YES","factory reset protection (frp) | factory reset protection frp samsung | factory reset protection frp umgehen | android factory reset protection (frp) | factory reset protection frp lock | factory reset protection frp bypass | factory reset protection frp xiaomi | factory reset protection frp remove | google factory reset protection (frp) | deactivate factory reset protection frp","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Factory Reset Protection","fr-FR","France","Factory Reset Protection (FRP)","CURRENT_AND_RECOMMENDED","OK","10","YES","factory reset protection (frp) | factory reset protection frp android | factory reset protection frp bypass | factory reset protection frp lock | factory reset protection frp xiaomi | factory reset protection frp samsung | factory reset protection frp remove | enterprise factory reset protection (frp) | remove frp lock factory reset protection samsung | google frp (factory reset protection)","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Factory Reset Protection","es-ES","Spain","Protección contra Restablecimiento de Fábrica (FRP)","CURRENT_AND_RECOMMENDED","OK","1","NO","protecci�n contra restablecimiento de f�brica frp","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","fi-FI","Finland","valmistajan diagnostiikkavalikko","CONCEPT_COMPONENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","fi-FI","Finland","Xiaomi CIT -valikko","CONCEPT_COMPONENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","sv-SE","Sweden","diagnostikmeny","CONCEPT_COMPONENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","sv-SE","Sweden","Xiaomi CIT-meny","CONCEPT_COMPONENT","OK","1","NO","xiaomi cit menu","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","nb-NO","Norway","diagnosemeny","CONCEPT_COMPONENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","nb-NO","Norway","Xiaomi CIT-meny","CONCEPT_COMPONENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","da-DK","Denmark","diagnosemenu","CONCEPT_COMPONENT","OK","0","NO","","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","da-DK","Denmark","Xiaomi CIT-menu","CONCEPT_COMPONENT","OK","2","NO","xiaomi cit menu | xiaomi pad 6 cit menu","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","de-DE","Germany","Diagnosemenü","CONCEPT_COMPONENT","OK","3","NO","diagnosemen� vaillant | diagnosemen� samsung | diagnosemodus iphone","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","de-DE","Germany","Xiaomi-CIT-Menü","CONCEPT_COMPONENT","OK","2","NO","xiaomi cit men� | xiaomi pad 6 cit men�","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","fr-FR","France","menu de diagnostic","CONCEPT_COMPONENT","OK","10","NO","menu de diagnostic du systeme renault espace 4 | menu de diagnostico samsung | menu de diagnostico xiaomi | menu de diagnostico motorola | menu diagnostic iphone | menu diagnostic samsung | menu diagnostic xiaomi | menu diagnostic hp | menu diagnostic dell | menu diagnostic apple","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","fr-FR","France","mode CIT Xiaomi","CONCEPT_COMPONENT","OK","4","YES","mode cit xiaomi | mode cit redmi | masuk mode cit xiaomi | enter cit mode xiaomi","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","es-ES","Spain","menú de diagnóstico","CONCEPT_COMPONENT","OK","10","NO","men� de diagn�stico samsung | men� de diagn�stico | men� de diagn�stico oculto | men� de diagn�stico samsung a02 | menu de diagnostico motorola | menu de diagnostico xiaomi | menu de diagnostico redmi | menu de diagnostico infinix | menu de diagnostico honor | menu de diagnostico hp","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
"Valmistajakohtaiset diagnostiikkavalikot","es-ES","Spain","menú CIT de Xiaomi","CONCEPT_COMPONENT","OK","1","NO","menu cit xiaomi","Support signal only; not search volume, ranking, CTR, or proof that a term should replace another term."
