sourceNumber,locale,published_url,topic_cluster,current_title,current_H1,current_meta_title,current_description,current_primary_term,recommended_primary_term,secondary_terms,search_intent,verdict,suggested_meta_title,suggested_meta_description,suggested_H1,suggested_intro_change,suggested_H2_changes,evidence,confidence,manual_review_required
53,es-ES,https://runcheckapp.com/es/articulos/temperatura/por-que-se-sobrecalienta-tu-movil-android-y-como-comprobar-su-temperatura/,Ylikuumeneminen ja lämpötila,Por qué se sobrecalienta tu móvil Android y cómo comprobar su temperatura,Por qué se sobrecalienta tu móvil Android y cómo comprobar su temperatura,,"Aprende a comprobar la temperatura de un móvil Android, qué significan los intervalos seguros de la batería y cómo Android 17, los diagnósticos de Pixel, Samsung Members, la carga, las aplicaciones y la intensidad de la señal afectan al sobrecalentamiento.",sobrecalentamiento; el móvil se calienta,sobrecalentamiento; el móvil se calienta,temperatura; termico; solucion de problemas; hardware,"Problem-solving: explain heat, measure temperature, and cool safely",MINOR,Por qué se sobrecalienta tu móvil Android,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. A measured CTR claim is not possible; the meta suggestion is editorial only. No GSC data. Query: España Android móvil se sobrecalienta limitación térmica probar hardware aplicación diagnóstico (es-ES/Spain, 2026-07-15). Official Xiaomi/Pixel use se sobrecalienta, temperatura and diagnóstico térmico. https://www.mi.com/es/support/faq/details/KA-07984/; https://support.google.com/pixelphone/answer/15679416?hl=es",MEDIUM,TRUE
80,en,https://runcheckapp.com/articles/storage/check-storage-health-android/,Tallennustilan kunto,How to check storage health on Android,How to check storage health on Android,,"Android storage can wear out, but most phones do not show a simple storage health percentage. Here is what you can check, what the numbers mean, and when to worry.",storage health,storage health,storage; cleanup; optimization,Informational/problem-solving: assess flash condition and slowdown,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,English source baseline. Grammar/region/technical intent are the source of truth for localization. No GSC data was available; no English keyword rewrite proposed.,HIGH,FALSE
80,fi-FI,https://runcheckapp.com/fi/artikkelit/tallennustila/nain-tarkistat-android-puhelimen-tallennustilan-kunnon/,Tallennustilan kunto,Näin tarkistat Android-puhelimen tallennustilan kunnon,Näin tarkistat Android-puhelimen tallennustilan kunnon,,"Metakuvaus: Android-puhelimen tallennuspiiri kuluu ajan myötä, mutta useimmat puhelimet eivät näytä sille yksinkertaista kuntoprosenttia. Tästä näet, mitä voit tarkistaa, mitä luvut tarkoittavat ja milloin on syytä huolestua.",tallennustilan kunto,tallennustilan kunto,tallennustila; siivous; optimointi,Informational/problem-solving: assess flash condition and slowdown,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: puhelimen tallennustila täynnä internet hidas Wi-Fi signaalin voimakkuus Android Suomi (fi-FI/Finland, 2026-07-15). Results were sparse/mixed; observed tallennustila täynnä and hidas Android-puhelin. https://www.kaspersky.fi/resource-center/threats/how-to-speed-up-your-android-phone",MEDIUM,TRUE
80,sv-SE,https://runcheckapp.com/sv/artiklar/lagring/sa-kontrollerar-du-lagringens-skick-i-android/,Tallennustilan kunto,Så kontrollerar du lagringens skick i Android,Så kontrollerar du lagringens skick i Android,,"Metabeskrivning: Android-lagring kan slitas ut, men de flesta telefoner visar ingen enkel procentsiffra för lagringens skick. Här ser du vad du kan kontrollera, vad siffrorna betyder och när det finns skäl att oroa sig.",lagringens skick,lagringens skick,lagring; rensning; optimering,Informational/problem-solving: assess flash condition and slowdown,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: ""lagringsutrymmet är fullt"" Android ""långsamt internet"" telefon Sverige (sv-SE/Sweden, 2026-07-15). Results were too sparse for ranking claims; retained profile/corpus terms with MEDIUM confidence.",MEDIUM,TRUE
80,nb-NO,https://runcheckapp.com/nb/artikler/lagring/slik-sjekker-du-tilstanden-til-lagringen-pa-android/,Tallennustilan kunto,Slik sjekker du tilstanden til lagringen på Android,Slik sjekker du tilstanden til lagringen på Android,,"Android-lagring kan slites, men de fleste telefoner viser ikke en enkel prosent for lagringens tilstand. Her er hva du kan sjekke, hva tallene betyr, og når du bør bli bekymret.",lagringens tilstand,lagringens tilstand,lagring; opprydding; optimalisering,Informational/problem-solving: assess flash condition and slowdown,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Norge Android ""lagringen er full"" ""tregt internett"" signalstyrke (nb-NO/Norway, 2026-07-15). Results were sparse; current corpus terms remain MEDIUM confidence without volume data.",MEDIUM,FALSE
80,da-DK,https://runcheckapp.com/da/artikler/lagerplads/sadan-kontrollerer-du-lagerets-tilstand-pa-android/,Tallennustilan kunto,Sådan kontrollerer du lagerets tilstand på Android,Sådan kontrollerer du lagerets tilstand på Android,,"Android-lager kan blive slidt, men de fleste telefoner viser ikke en enkel procentværdi for lagerets tilstand. Her kan du se, hvad du kan kontrollere, hvad tallene betyder, og hvornår du bør reagere.",lagerets tilstand,lagerets tilstand,lagerplads; oprydning; optimering,Informational/problem-solving: assess flash condition and slowdown,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Danmark Android ""lagerpladsen er fuld"" langsomt internet signalstyrke (da-DK/Denmark, 2026-07-15). Local guidance title/index used Lagerpladsen er fuld and Wi-Fi/internet virker ikke. https://www.aeldresagen.dk/frivilligportalen/distrikt-10/it-udvalget/ekstranet/android---vejledninger",MEDIUM,FALSE
80,de-DE,https://runcheckapp.com/de/artikel/speicher/so-prufst-du-den-speicherzustand-unter-android/,Tallennustilan kunto,So prüfst du den Speicherzustand unter Android,So prüfst du den Speicherzustand unter Android,,"Android-Speicher kann verschleißen, doch die meisten Smartphones zeigen keinen einfachen Prozentwert für den Speicherzustand. Hier erfährst du, was du prüfen kannst, was die Zahlen bedeuten und wann du handeln solltest.",Speicherzustand,Speicherzustand,speicher; bereinigung; optimierung,Informational/problem-solving: assess flash condition and slowdown,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: Deutschland Android ""Speicher voll"" ""Internet langsam"" Signalstärke Smartphone (de-DE/Germany, 2026-07-15). Results were mixed; no dominance claim. Current problem phrases remain natural and intent-specific.",MEDIUM,TRUE
80,fr-FR,https://runcheckapp.com/fr/articles/stockage/comment-verifier-l-etat-du-stockage-sur-android/,Tallennustilan kunto,Comment vérifier l'état du stockage sur Android,Comment vérifier l'état du stockage sur Android,,"Le stockage Android peut s'user, mais la plupart des téléphones n'affichent pas un simple pourcentage d'état. Voici ce que vous pouvez vérifier, ce que signifient les chiffres et les signes qui doivent vous inquiéter.",état du stockage,état du stockage,stockage; nettoyage; optimisation,Informational/problem-solving: assess flash condition and slowdown,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: France Android ""stockage plein"" ""Internet lent"" puissance du signal téléphone (fr-FR/France, 2026-07-15). Results were sparse; no ranking claim. Current profile terms remain MEDIUM confidence.",MEDIUM,FALSE
80,es-ES,https://runcheckapp.com/es/articulos/almacenamiento/como-comprobar-el-estado-del-almacenamiento-en-android/,Tallennustilan kunto,Cómo comprobar el estado del almacenamiento en Android,Cómo comprobar el estado del almacenamiento en Android,,"El almacenamiento de Android se desgasta, pero la mayoría de los móviles no muestran un porcentaje sencillo de su estado. Esto es lo que puedes comprobar, qué significan las cifras y cuándo conviene preocuparse.",estado del almacenamiento,estado del almacenamiento,almacenamiento; limpieza; optimizacion,Informational/problem-solving: assess flash condition and slowdown,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: España Android ""almacenamiento lleno"" ""Internet lento"" intensidad de señal móvil (es-ES/Spain, 2026-07-15). Editorial result uses Internet móvil va lento and intensidad de la señal. https://www.todoandroid.es/mi-movil-va-lento-causas-y-soluciones-posibles/",MEDIUM,TRUE
87,en,https://runcheckapp.com/articles/storage/phone-says-storage-full-when-its-not/,Tallennustilan täyttyminen,Why your phone says storage is full when it isn't,Why your phone says storage is full when it isn't,,"A common support story goes like this: someone deletes a batch of videos, checks the phone's storage screen, and the phone still refuses to install an app or take a photo.",phone storage is full,phone storage is full,storage; cleanup; optimization,Problem-solving: free space or resolve a false full-storage warning,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,English source baseline. Grammar/region/technical intent are the source of truth for localization. No GSC data was available; no English keyword rewrite proposed.,HIGH,FALSE
87,fi-FI,https://runcheckapp.com/fi/artikkelit/tallennustila/miksi-puhelin-vaittaa-tallennustilan-olevan-taynna-vaikka-se-ei-nayta-silta/,Tallennustilan täyttyminen,"Miksi puhelin väittää tallennustilan olevan täynnä, vaikka se ei näytä siltä","Miksi puhelin väittää tallennustilan olevan täynnä, vaikka se ei näytä siltä",Tallennustila täynnä ilman syytä: Android-ratkaisut,"Tavallinen tukitapaus etenee näin: käyttäjä poistaa joukon videoita, tarkistaa puhelimen tallennustilan ja huomaa, ettei puhelin edelleenkään suostu asentamaan sovellusta tai ottamaan kuvaa.",tallennustila on täynnä,tallennustila on täynnä,tallennustila; siivous; optimointi,Problem-solving: free space or resolve a false full-storage warning,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: puhelimen tallennustila täynnä internet hidas Wi-Fi signaalin voimakkuus Android Suomi (fi-FI/Finland, 2026-07-15). Results were sparse/mixed; observed tallennustila täynnä and hidas Android-puhelin. https://www.kaspersky.fi/resource-center/threats/how-to-speed-up-your-android-phone",MEDIUM,TRUE
87,sv-SE,https://runcheckapp.com/sv/artiklar/lagring/varfor-telefonen-sager-att-lagringsutrymmet-ar-fullt-fast-det-inte-ar-det/,Tallennustilan täyttyminen,Varför telefonen säger att lagringsutrymmet är fullt fast det inte är det,Varför telefonen säger att lagringsutrymmet är fullt fast det inte är det,,"Ett vanligt supportärende ser ut så här: någon raderar en hel hög videor, kontrollerar telefonens lagringsöversikt och får ändå inte installera en app eller ta ett foto.",lagringsutrymmet är fullt,lagringsutrymmet är fullt,lagring; rensning; optimering,Problem-solving: free space or resolve a false full-storage warning,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: ""lagringsutrymmet är fullt"" Android ""långsamt internet"" telefon Sverige (sv-SE/Sweden, 2026-07-15). Results were too sparse for ranking claims; retained profile/corpus terms with MEDIUM confidence.",MEDIUM,TRUE
87,nb-NO,https://runcheckapp.com/nb/artikler/lagring/hvorfor-telefonen-sier-at-lagringen-er-full-nar-den-ikke-ser-full-ut/,Tallennustilan täyttyminen,Hvorfor telefonen sier at lagringen er full når den ikke ser full ut,Hvorfor telefonen sier at lagringen er full når den ikke ser full ut,,"En vanlig historie hos kundestøtte går slik: Noen sletter en bunke videoer, sjekker lagringsoversikten og oppdager at telefonen fortsatt nekter å installere en app eller ta et bilde.",lagringen er full,lagringen er full,lagring; opprydding; optimalisering,Problem-solving: free space or resolve a false full-storage warning,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: Norge Android ""lagringen er full"" ""tregt internett"" signalstyrke (nb-NO/Norway, 2026-07-15). Results were sparse; current corpus terms remain MEDIUM confidence without volume data.",MEDIUM,TRUE
87,da-DK,https://runcheckapp.com/da/artikler/lagerplads/derfor-siger-telefonen-at-lagerpladsen-er-fuld-selv-om-den-ikke-er-det/,Tallennustilan täyttyminen,"Derfor siger telefonen, at lagerpladsen er fuld, selv om den ikke er det","Derfor siger telefonen, at lagerpladsen er fuld, selv om den ikke er det",,"Et almindeligt supportforløb ser sådan ud: En person sletter en bunke videoer, tjekker telefonens lageroversigt, og telefonen nægter stadig at installere en app eller tage et billede.",lagerpladsen er fuld,lagerpladsen er fuld,lagerplads; oprydning; optimering,Problem-solving: free space or resolve a false full-storage warning,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: Danmark Android ""lagerpladsen er fuld"" langsomt internet signalstyrke (da-DK/Denmark, 2026-07-15). Local guidance title/index used Lagerpladsen er fuld and Wi-Fi/internet virker ikke. https://www.aeldresagen.dk/frivilligportalen/distrikt-10/it-udvalget/ekstranet/android---vejledninger",MEDIUM,TRUE
87,de-DE,https://runcheckapp.com/de/artikel/speicher/warum-dein-smartphone-vollen-speicher-meldet-obwohl-noch-platz-frei-zu-sein-scheint/,Tallennustilan täyttyminen,"Warum dein Smartphone vollen Speicher meldet, obwohl noch Platz frei zu sein scheint","Warum dein Smartphone vollen Speicher meldet, obwohl noch Platz frei zu sein scheint",,"Eine typische Support-Geschichte läuft so ab: Jemand löscht einen ganzen Schwung Videos, prüft danach die Speicheranzeige und kann trotzdem keine App installieren oder kein Foto aufnehmen.",Smartphone-Speicher ist voll,Smartphone-Speicher ist voll,speicher; bereinigung; optimierung,Problem-solving: free space or resolve a false full-storage warning,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: Deutschland Android ""Speicher voll"" ""Internet langsam"" Signalstärke Smartphone (de-DE/Germany, 2026-07-15). Results were mixed; no dominance claim. Current problem phrases remain natural and intent-specific.",MEDIUM,TRUE
87,fr-FR,https://runcheckapp.com/fr/articles/stockage/pourquoi-votre-telephone-indique-que-le-stockage-est-plein-alors-qu-il-ne-l-est-pas/,Tallennustilan täyttyminen,Pourquoi votre téléphone indique que le stockage est plein alors qu'il ne l'est pas,Pourquoi votre téléphone indique que le stockage est plein alors qu'il ne l'est pas,,"Le scénario revient souvent dans les demandes d'assistance : quelqu'un supprime une série de vidéos, consulte l'écran de stockage du téléphone, puis découvre qu'il est toujours impossible d'installer une application ou de prendre une photo.",stockage plein,stockage plein,stockage; nettoyage; optimisation,Problem-solving: free space or resolve a false full-storage warning,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: France Android ""stockage plein"" ""Internet lent"" puissance du signal téléphone (fr-FR/France, 2026-07-15). Results were sparse; no ranking claim. Current profile terms remain MEDIUM confidence.",MEDIUM,TRUE
87,es-ES,https://runcheckapp.com/es/articulos/almacenamiento/por-que-el-movil-dice-que-el-almacenamiento-esta-lleno-cuando-no-lo-parece/,Tallennustilan täyttyminen,Por qué el móvil dice que el almacenamiento está lleno cuando no lo parece,Por qué el móvil dice que el almacenamiento está lleno cuando no lo parece,,"Una situación bastante común en soporte técnico es esta: alguien borra un montón de vídeos, consulta la pantalla de almacenamiento y el móvil sigue negándose a instalar una aplicación o hacer una foto.",almacenamiento lleno,almacenamiento lleno,almacenamiento; limpieza; optimizacion,Problem-solving: free space or resolve a false full-storage warning,MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: España Android ""almacenamiento lleno"" ""Internet lento"" intensidad de señal móvil (es-ES/Spain, 2026-07-15). Editorial result uses Internet móvil va lento and intensidad de la señal. https://www.todoandroid.es/mi-movil-va-lento-causas-y-soluciones-posibles/",MEDIUM,TRUE
91,en,https://runcheckapp.com/articles/network/why-is-my-phone-internet-so-slow/,Internetyhteyden hitaus,Why is my phone internet so slow?,Why is my phone internet so slow?,,"Why does one phone crawl while the laptop next to it loads fine? Usually because of weak signal, a crowded network, or an app on the phone using bandwidth in the background. The trick is figuring out which one you're dealing with before you start changing random settings.",slow phone internet,slow phone internet,performance; speed; optimization; troubleshooting,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",PASS,KEEP,KEEP,KEEP,KEEP,KEEP,English source baseline. Grammar/region/technical intent are the source of truth for localization. No GSC data was available; no English keyword rewrite proposed.,HIGH,FALSE
91,fi-FI,https://runcheckapp.com/fi/artikkelit/verkkoyhteydet/miksi-puhelimen-internetyhteys-on-niin-hidas/,Internetyhteyden hitaus,Miksi puhelimen internetyhteys on niin hidas?,Miksi puhelimen internetyhteys on niin hidas?,,"Miksi yksi puhelin matelee, vaikka vieressä oleva kannettava lataa sivut normaalisti? Syynä on tavallisesti heikko signaali, ruuhkainen verkko tai puhelimen taustalla dataa käyttävä sovellus. Ensin pitää selvittää, mistä näistä on kyse. Satunnaisten asetusten muuttaminen ei vielä kerro mitään.",hidas internetyhteys puhelimessa,hidas internetyhteys puhelimessa,suorituskyky; nopeus; optimointi; vianetsintä,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: puhelimen tallennustila täynnä internet hidas Wi-Fi signaalin voimakkuus Android Suomi (fi-FI/Finland, 2026-07-15). Results were sparse/mixed; observed tallennustila täynnä and hidas Android-puhelin. https://www.kaspersky.fi/resource-center/threats/how-to-speed-up-your-android-phone",MEDIUM,FALSE
91,sv-SE,https://runcheckapp.com/sv/artiklar/natverk/varfor-ar-internet-sa-langsamt-pa-min-telefon/,Internetyhteyden hitaus,Varför är internet så långsamt på min telefon?,Varför är internet så långsamt på min telefon?,,"Varför går allt trögt på telefonen när den bärbara datorn bredvid laddar utan problem? Ofta beror det på svag signal, ett överbelastat nätverk eller en app som använder bandbredd i bakgrunden. Utmaningen är att ta reda på vilket av problemen du har innan du börjar ändra inställningar på måfå.",långsamt internet på telefonen,långsamt internet på telefonen,prestanda; hastighet; optimering; felsökning,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: ""lagringsutrymmet är fullt"" Android ""långsamt internet"" telefon Sverige (sv-SE/Sweden, 2026-07-15). Results were too sparse for ranking claims; retained profile/corpus terms with MEDIUM confidence.",MEDIUM,FALSE
91,nb-NO,https://runcheckapp.com/nb/artikler/nettverk/hvorfor-er-internett-sa-tregt-pa-telefonen/,Internetyhteyden hitaus,Hvorfor er internett så tregt på telefonen?,Hvorfor er internett så tregt på telefonen?,,"Hvorfor går én telefon på sneglefart mens den bærbare PC-en ved siden av laster uten problemer? Vanligvis skyldes det svakt signal, et overbelastet nettverk eller en app på telefonen som bruker båndbredde i bakgrunnen. Trikset er å finne ut hvilken av disse årsakene du har med å gjøre før du begynner å endre tilfeldige innstillinger.",tregt internett på telefonen,tregt internett på telefonen,ytelse; hastighet; optimalisering; feilsøking,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Norge Android ""lagringen er full"" ""tregt internett"" signalstyrke (nb-NO/Norway, 2026-07-15). Results were sparse; current corpus terms remain MEDIUM confidence without volume data.",MEDIUM,FALSE
91,da-DK,https://runcheckapp.com/da/artikler/netvaerk/hvorfor-er-internettet-pa-min-telefon-sa-langsomt/,Internetyhteyden hitaus,Hvorfor er internettet på min telefon så langsomt?,Hvorfor er internettet på min telefon så langsomt?,,"Hvorfor slæber den ene telefon sig af sted, mens den bærbare computer ved siden af indlæser uden problemer? Som regel skyldes det et svagt signal, et belastet netværk eller en app på telefonen, der bruger båndbredde i baggrunden. Tricket er at finde ud af, hvilken af delene du står med, før du begynder at ændre tilfældige indstillinger.",langsomt internet på telefonen,langsomt internet på telefonen,ydeevne; hastighed; optimering; fejlfinding,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Danmark Android ""lagerpladsen er fuld"" langsomt internet signalstyrke (da-DK/Denmark, 2026-07-15). Local guidance title/index used Lagerpladsen er fuld and Wi-Fi/internet virker ikke. https://www.aeldresagen.dk/frivilligportalen/distrikt-10/it-udvalget/ekstranet/android---vejledninger",MEDIUM,FALSE
91,de-DE,https://runcheckapp.com/de/artikel/netzwerk/warum-ist-das-internet-auf-meinem-smartphone-so-langsam/,Internetyhteyden hitaus,Warum ist das Internet auf meinem Smartphone so langsam?,Warum ist das Internet auf meinem Smartphone so langsam?,,"Warum lädt ein Smartphone quälend langsam, während der Laptop direkt daneben keine Probleme hat? Meist liegt es an einem schwachen Signal, einem überlasteten Netzwerk oder einer App, die im Hintergrund Bandbreite verbraucht. Entscheidend ist, zuerst herauszufinden, womit du es zu tun hast, bevor du wahllos Einstellungen änderst.",langsames Internet auf dem Smartphone,langsames Internet auf dem Smartphone,leistung; geschwindigkeit; optimierung; fehlerbehebung,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Deutschland Android ""Speicher voll"" ""Internet langsam"" Signalstärke Smartphone (de-DE/Germany, 2026-07-15). Results were mixed; no dominance claim. Current problem phrases remain natural and intent-specific.",MEDIUM,FALSE
91,fr-FR,https://runcheckapp.com/fr/articles/reseau/pourquoi-la-connexion-internet-de-mon-telephone-est-elle-si-lente/,Internetyhteyden hitaus,Pourquoi la connexion Internet de mon téléphone est-elle si lente ?,Pourquoi la connexion Internet de mon téléphone est-elle si lente ?,,"Pourquoi un téléphone peine-t-il à charger une page alors que l'ordinateur portable juste à côté fonctionne normalement ? Le plus souvent, la cause est un signal faible, un réseau saturé ou une application qui utilise la bande passante en arrière-plan. Le vrai travail consiste à déterminer lequel de ces problèmes vous concerne avant de modifier des réglages au hasard.",connexion Internet lente sur téléphone,connexion Internet lente sur téléphone,performances; vitesse; optimisation; depannage,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",MINOR,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. listSummary is a tag list and should be rewritten manually. No GSC data. Query: France Android ""stockage plein"" ""Internet lent"" puissance du signal téléphone (fr-FR/France, 2026-07-15). Results were sparse; no ranking claim. Current profile terms remain MEDIUM confidence.",MEDIUM,TRUE
91,es-ES,https://runcheckapp.com/es/articulos/redes/por-que-va-tan-lento-internet-en-mi-movil/,Internetyhteyden hitaus,¿Por qué va tan lento Internet en mi móvil?,¿Por qué va tan lento Internet en mi móvil?,,"¿Por qué un móvil se arrastra mientras el portátil que tiene al lado carga las páginas sin problema? Normalmente se debe a una señal débil, una red saturada o una aplicación del móvil que está usando ancho de banda en segundo plano. La clave es averiguar cuál de esas situaciones tienes delante antes de cambiar ajustes al azar.",Internet lento en el móvil,Internet lento en el móvil,rendimiento; velocidad; optimizacion; solucion de problemas,"Problem-solving: isolate Wi-Fi, mobile data, latency, or VPN causes",PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: España Android ""almacenamiento lleno"" ""Internet lento"" intensidad de señal móvil (es-ES/Spain, 2026-07-15). Editorial result uses Internet móvil va lento and intensidad de la señal. https://www.todoandroid.es/mi-movil-va-lento-causas-y-soluciones-posibles/",MEDIUM,FALSE
104,en,https://runcheckapp.com/articles/hardware/android-hardware-test-guide/,Android-laitteiston testaus,How to test Android phone hardware: complete diagnostic guide (2026),How to test Android phone hardware: complete diagnostic guide (2026),,"Your Android phone can look fine and still have one failing part. A tired battery, weak speaker, bad proximity sensor, or damaged antenna won't always announce itself clearly. You just get shorter runtime, weird calls, random heat, or a screen that ignores touches in one corner.",test Android phone hardware,test Android phone hardware,battery; drain; troubleshooting; performance,Problem-solving: test components and sensors,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,English source baseline. Grammar/region/technical intent are the source of truth for localization. No GSC data was available; no English keyword rewrite proposed.,HIGH,FALSE
104,fi-FI,https://runcheckapp.com/fi/artikkelit/laitteisto/android-puhelimen-laitteiston-testaaminen-kattava-diagnostiikkaopas-2026/,Android-laitteiston testaus,Android-puhelimen laitteiston testaaminen: kattava diagnostiikkaopas (2026),Android-puhelimen laitteiston testaaminen: kattava diagnostiikkaopas (2026),Android-puhelimen laitteiston testausopas (2026),"Android-puhelin voi näyttää ehjältä, vaikka yksi osa olisi rikkoutumassa. Kulunut akku, heikko kaiutin, viallinen lähestymisanturi tai vaurioitunut antenni ei aina ilmoita itsestään selvästi. Sen sijaan käyttöaika lyhenee, puhelut käyttäytyvät oudosti, laite kuumenee satunnaisesti tai näytön yksi kulma lakkaa tunnistamasta kosketuksia.",Android-puhelimen laitteiston testaus,Android-puhelimen laitteiston testaus,akku; virrankulutus; vianetsintä; suorituskyky,Problem-solving: test components and sensors,PASS,KEEP,KEEP,KEEP,KEEP,KEEP,"Grammar: no confirmed error. Regional variety: no confirmed error. Technical meaning: no confirmed error. Primary term matches the locale profile and sampled official/SERP vocabulary. No GSC data. Query: Suomi Android puhelin ylikuumenee thermal throttling laitteistotesti diagnostiikkasovellus (fi-FI/Finland, 2026-07-15). Results consistently used kuumenee/ylikuumeneminen; no stable Finnish consumer head term for thermal throttling, so explanation-first wording remains safer. https://fi.androidguias.com/Androidin-ylikuumeneminen%3A-syyt--kuinka-havaita-se-ja-kuinka-j%C3%A4%C3%A4hdytt%C3%A4%C3%A4-se-turvallisesti/",MEDIUM,FALSE
